donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,non-processed waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Road foundations,non-processed waste,roadbed foundation
ND - Wine production,ND - Agroindustry,Marc and dregs,Soil quality improvement and fertiliser;Fertilizer,dregs,soil fertilizers
ND - Wine production,Enipower power station,Marc and dregs,Fuel,dregs,bioenergy
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,industrial wastewater,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,industrial wastewater,biofertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,industrial wastewater,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,industrial wastewater,phosphorus
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,industrial wastewater,bioenergy
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,industrial wastewater,byproducts
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,industrial wastewater,biogas
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,industrial wastewater,treated water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,industrial wastewater,treated water
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,industrial wastewater,hydrogen
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,industrial wastewater,hydrogen
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,olive mill waste,neutralized water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,olive mill waste,neutralized water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,olive mill waste,organic fertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,olive mill waste,biogas
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,olive mill waste,clean water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,olive mill waste,clean water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Soil quality improvement and fertiliser;Fertilizer,olive mill waste,soil fertility
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat,olive mill waste,heat
ND - Olive oil production,ILVA,Oil mill waste water,Process heat,olive mill waste,heat
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat,olive mill waste,heat
ND - Olive oil production,Taranto,Oil mill waste water,Cooling;Heat,olive mill waste,heat
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,olive mill waste,heat
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,olive mill waste,compost
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,waste oil,biodiesel
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,waste oil,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,waste oil,crude oil
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,waste oil,recycled materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil mill waste,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Soil quality improvement and fertiliser;Fertilizer,palm oil mill waste,soil conditioner
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,palm oil mill waste,biochar
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,palm oil mill waste,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,olive mill wastewater,high-quality fertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,olive mill wastewater,organo-mineral fertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,olive mill wastewater,biogas
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,olive mill wastewater,bioenergy
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,olive mill wastewater,hydrogen
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,olive mill wastewater,hydrogen
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,olive mill wastewater,chemical products
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,olive mill wastewater,compost
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,olive mill wastewater,secondary raw materials
ND - Olive oil production,ND - Distilleries,Oil mill waste water,Raw material for Distilleries,olive mill wastewater,secondary raw materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,olive mill wastewater,treated water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,olive mill wastewater,treated water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,paper mill waste,biofertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,paper mill waste,compost
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,paper mill waste,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil waste,bioenergy
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,palm oil waste,compost
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,palm oil waste,byproducts
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,oily waste,biodiesel
ND - Olive oil production,ND - Production of bricks,Oil mill waste water,Raw material for Production of bricks,oily waste,bricks
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,oily waste,crude oil
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,oil palm waste,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,oil palm waste,ethanol
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,dephenolized olive mill wastewater,organic fertilizer
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil mill effluent,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil mill effluent,biofuels
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil mill effluent,kerosene
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,palm oil mill effluent,gaseous fuel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,palm oil mill effluent,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,palm oil mill effluent,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,palm oil mill effluent,phosphorus
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,oilseed waste,minerals
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,bioenergy
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,ILVA,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Taranto,Oil mill waste water,Cooling;Heat,cooking oil waste,heat
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,cooking oil waste,liquids
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,cooking oil waste,liquids
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,biochar
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biofuels
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biobased fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,ethanol
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,energy sources
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Soil quality improvement and fertiliser;Fertilizer,cooking oil waste,soil fertility
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,powder
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,paper mill effluent,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,paper mill effluent,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,paper mill effluent,biofertilizer
ND - Power plant,ND - Road construction,Fly ash,Paving,slag,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,slag,concrete
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,slag,feedstock for cement clinker production
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,slag,feedstock for cement clinker production
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,minerals
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,recycled materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,slag,construction materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,construction materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,slag,building materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,slag,building materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,industrial residue,zeolite
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,petroleum coke fly ash,cement
ND - Power plant,ND - Road construction,Fly ash,Raw materials,flue gas,byproducts
ND - Power plant,Enipower power station,Fly ash,Fuel,flue gas,biofuels
ND - Power plant,Enipower power station,Fly ash,Fuel,flue gas,biodiesel
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,flue gas,biogas
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,power plant ash,phosphorus
ND - Power plant,ENI refinery,Fly ash,Process heat,power plant ash,heat
ND - Power plant,ILVA,Fly ash,Process heat,power plant ash,heat
ND - Power plant,Edison power station,Fly ash,Process heat,power plant ash,heat
ND - Power plant,Taranto,Fly ash,Cooling;Heat,power plant ash,heat
ND - Power plant,ND - Electricity production - Organic Rankine Cycle,Fly ash,Process heat,power plant ash,heat
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,power plant ash,fertilizer
ND - Power plant,Enipower power station,Fly ash,Fuel,ash waste,biofuels
ND - Power plant,Enipower power station,Fly ash,Fuel,incineration fly ash,biofuels
ND - Power plant,ND - Road construction,Fly ash,Paving,municipal solid waste ash,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,municipal solid waste ash,concrete
ND - Power plant,Enipower power station,Fly ash,Water,sludge,clean water
ND - Power plant,ENI refinery,Fly ash,Water,sludge,clean water
ND - Power plant,Enipower power station,Fly ash,Fuel,sludge,biofuels
ND - Power plant,Enipower power station,Fly ash,Fuel,sludge,bioenergy
ND - Power plant,ND - Road construction,Fly ash,Raw materials,sludge,chemical products
ND - Power plant,Enipower power station,Fly ash,Fuel,sludge,crude oil
ND - Power plant,ND - Road construction,Fly ash,Paving,sludge,paving block
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sludge,biogas
ND - Power plant,Enipower power station,Fly ash,Water,sludge,irrigation water
ND - Power plant,ENI refinery,Fly ash,Water,sludge,irrigation water
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sludge,biochar
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sludge,phosphorus
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sludge,biofertilizer
ND - Power plant,ND - Road construction,Fly ash,Raw materials,sludge,materials
ND - Power plant,ENI refinery,Fly ash,Process heat,sludge,heat
ND - Power plant,ILVA,Fly ash,Process heat,sludge,heat
ND - Power plant,Edison power station,Fly ash,Process heat,sludge,heat
ND - Power plant,Taranto,Fly ash,Cooling;Heat,sludge,heat
ND - Power plant,ND - Electricity production - Organic Rankine Cycle,Fly ash,Process heat,sludge,heat
ND - Power plant,Enipower power station,Fly ash,Fuel,sludge,biodiesel
ND - Power plant,Enipower power station,Fly ash,Fuel;Water,sludge,hydrogen
ND - Power plant,ENI refinery,Fly ash,Water,sludge,hydrogen
ND - Power plant,ND - Road construction,Fly ash,Raw materials,sludge,secondary raw materials
ND - Power plant,ND - Distilleries,Fly ash,Raw material for Distilleries,sludge,secondary raw materials
ND - Power plant,ND - Isolated buildings,Fly ash,Removal or retention of phosphorous from wastewater,sludge,wastewater treatment
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sludge,humic acid fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sludge,soil nitrogen
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,fluidized bed fly ash,building materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,fluidized bed fly ash,building materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,wastewater sludge,phosphorus
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,wastewater sludge,biogas
ND - Power plant,Enipower power station,Fly ash,Fuel,wastewater sludge,biodiesel
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,wastewater sludge,ammonia
ND - Power plant,ND - Road construction,Fly ash,Paving,blast furnace slag,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,blast furnace slag,concrete
ND - Power plant,ND - Production of bricks,Fly ash,Raw material for Production of bricks,blast furnace slag,bricks
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,blast furnace slag,fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,blast furnace slag,zeolite
ND - Power plant,ND - Road construction,Fly ash,Paving,blast furnace slag,pavement granules
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,blast furnace slag,value-added construction materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,blast furnace slag,building materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,blast furnace slag,building materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,blast furnace slag,construction materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,blast furnace slag,construction materials
ND - Power plant,ND - Glass and glass-ceramic production,Fly ash,Raw material for Glass and glass-ceramic production,blast furnace slag,transparent glass
ND - Power plant,Enipower power station,Fly ash,Fuel,coal gasification fly ash,biofuels
ND - Power plant,ND - Road construction,Fly ash,Paving,sugarcane bagasse ash,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,sugarcane bagasse ash,concrete
ND - Power plant,ND - Production of bricks,Fly ash,Raw material for Production of bricks,sugarcane bagasse ash,bricks
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sugarcane bagasse ash,zeolite
ND - Power plant,Enipower power station,Fly ash,Water,sugarcane bagasse ash,treated water
ND - Power plant,ENI refinery,Fly ash,Water,sugarcane bagasse ash,treated water
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sugarcane bagasse ash,soil
ND - Power plant,Enipower power station,Fly ash,Water,cement kiln dust,salt
ND - Power plant,ENI refinery,Fly ash,Water,cement kiln dust,salt
ND - Power plant,Enipower power station,Fly ash,Water,cement kiln dust,water treatment
ND - Power plant,ENI refinery,Fly ash,Water,cement kiln dust,water treatment
ND - Power plant,Enipower power station,Fly ash,Fuel,cement kiln dust,biofuels
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,biomass combustion ash,concrete aggregate
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,biomass combustion ash,building materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,biomass combustion ash,building materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,biomass combustion ash,zeolite
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,biomass combustion ash,biogas
ND - Power plant,Enipower power station,Fly ash,Fuel,biomass combustion ash,improved fuel characteristics
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,biomass combustion ash,cement
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biomass combustion ash,fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biomass combustion ash,organic fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,ash from combustion,phosphorus
ND - Power plant,ND - Road construction,Fly ash,Raw materials,ash from combustion,secondary raw materials
ND - Power plant,ND - Distilleries,Fly ash,Raw material for Distilleries,ash from combustion,secondary raw materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,ash from combustion,plant nutrients
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,ash from combustion,fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sewage sludge ash,organo-mineral fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,organic fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sewage sludge ash,biogas
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sewage sludge ash,chemical fertilizers
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,bio-fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sewage sludge ash,biofertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sewage sludge ash,phosphorus
ND - Power plant,ND - Road construction,Fly ash,Paving,sewage sludge ash,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,sewage sludge ash,concrete
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,sewage sludge ash,cementitious materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sewage sludge ash,biochar
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,phosphorus fertilizer
ND - Power plant,ND - Glass and glass-ceramic production,Fly ash,Raw material for Glass and glass-ceramic production,sewage sludge ash,low-temperature glass-ceramics
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,sewage sludge ash,value-added construction materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,soil nitrogen
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sewage sludge ash,phosphate
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,fertilizer
ND - Power plant,Enipower power station,Fly ash,Fuel,sewage sludge ash,bioenergy
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sewage sludge ash,fertilizer alternatives
ND - Power plant,Enipower power station,Fly ash,Fuel,sawdust,diesel fuel
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sawdust,compost
ND - Power plant,ND - Agroindustry,Fly ash,Soil quality improvement and fertiliser;Fertilizer,sawdust,soil amendment
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sawdust,bio-fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sawdust,biofertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,sawdust,biochar
ND - Power plant,Enipower power station,Fly ash,Fuel;Water,sawdust,hydrogen
ND - Power plant,ENI refinery,Fly ash,Water,sawdust,hydrogen
ND - Power plant,Enipower power station,Fly ash,Fuel,sawdust,biofuels
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sawdust,fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,sawdust,phosphorus
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,biomass fly ash,construction materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,biomass fly ash,construction materials
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,agricultural waste ash,compost
ND - Power plant,ND - Road construction,Fly ash,Raw materials,agricultural waste ash,secondary raw materials
ND - Power plant,ND - Distilleries,Fly ash,Raw material for Distilleries,agricultural waste ash,secondary raw materials
ND - Power plant,Enipower power station,Fly ash,Fuel,dry ash,biofuels
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wood ash,fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,wood ash,plant nutrients
ND - Power plant,ND - Production of refractories,Fly ash,Raw material for Production of refractories,slag waste,refractory materials
ND - Power plant,Enipower power station,Fly ash,Fuel;Water,slag waste,hydrogen
ND - Power plant,ENI refinery,Fly ash,Water,slag waste,hydrogen
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,volcanic ash,zeolite
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,unburned carbon in fly ash,biochar
ND - Power plant,ND - Road construction,Fly ash,Paving,fly ash,concrete
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,fly ash,concrete
ND - Power plant,ND - Production of bricks,Fly ash,Raw material for Production of bricks,fly ash,bricks
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,fertilizer
ND - Power plant,ND - Road construction,Fly ash,Paving,fly ash,asphalt concrete
ND - Power plant,ND - Road construction,Fly ash,Raw material for Road construction,fly ash,waste reuse in road construction
ND - Power plant,ND - Agroindustry,Fly ash,Soil quality improvement and fertiliser;Fertilizer,fly ash,soil improver
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,fly ash,zeolite
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,fly ash,biochar
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Fertilizer,fly ash,fertilizer substrate
ND - Power plant,ND - Road construction,Fly ash,Paving,fly ash,pavement granules
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,fly ash,building materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,fly ash,building materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,fly ash,construction materials
ND - Power plant,ND - Road construction,Fly ash,Raw materials,fly ash,construction materials
ND - Power plant,Enipower power station,Fly ash,Fuel;Water,fly ash,hydrogen
ND - Power plant,ENI refinery,Fly ash,Water,fly ash,hydrogen
ND - Power plant,ND - Road construction,Fly ash,Raw materials,fly ash,valuable materials
ND - Power plant,ND - Road construction,Fly ash,Paving,fly ash,pavers
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,fly ash,cementitious materials
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,fly ash,feedstock for cement clinker production
ND - Power plant,ND - Production of concrete,Fly ash,Raw material for Production of concrete,fly ash,feedstock for cement clinker production
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,fly ash,value-added construction materials
ND - Power plant,ND - Construction materials production,Fly ash,Raw material for Construction materials production,fly ash,low-cost construction material
ND - Power plant,ND - Glass and glass-ceramic production,Fly ash,Raw material for Glass and glass-ceramic production,fly ash,transparent glass
ND - Power plant,CEMENTIR,Fly ash,Raw material for Cement production,fly ash,cement
ND - Power plant,ND - Road construction,Fly ash,Raw material for Road construction;Road foundations;Paving,fly ash,road materials
ND - Power plant,ND - Road construction,Fly ash,Paving,fly ash,paving mixes
ND - Power plant,ND - Road construction,Fly ash,Raw materials,fly ash,recovered materials
ND - Power plant,Enipower power station,Fly ash,Fuel,fly ash,biofuels
ND - Power plant,ND - Agroindustry,Fly ash,Soil quality improvement and fertiliser;Fertilizer,fly ash,soil amendment
ND - Power plant,ND - Agroindustry,Fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,bio-fertilizer
ND - Power plant,ND - Agroindustry,Fly ash,Fertilizer,fly ash,plant nutrients
ND - Power plant,ND - Agroindustry,Fly ash,Soil quality improvement and fertiliser,fly ash,stabilised soil
ND - Power plant,ND - Road construction,Fly ash,Raw material for Road construction;Road foundations;Paving,Portland cement,road materials
ND - Power plant,ND - Road construction,Fly ash,Paving,Portland cement,paving mixes
EniPower power station,Enipower power station,Waste heat,Fuel,waste oil,biodiesel
EniPower power station,ND - Road construction,Waste heat,Raw materials,waste oil,chemical products
EniPower power station,Enipower power station,Waste heat,Fuel,waste oil,crude oil
EniPower power station,ND - Road construction,Waste heat,Raw materials,waste oil,recycled materials
EniPower power station,ND - Agroindustry,Waste heat,Fertilizer,energy waste,biogas
EniPower power station,ND - Agroindustry,Waste heat,Fertilizer,high-calorific waste,compost
EniPower power station,ND - Agroindustry,Waste heat,Fertilizer,high-calorific waste,biogas
EniPower power station,ND - Road construction,Waste heat,Raw materials,high-calorific waste,recycled materials
EniPower power station,ND - Agroindustry,Waste heat,Fertilizer,waste heat,biogas
EniPower power station,ND - Agroindustry,Waste heat,Fertilizer,waste carbon,ammonia
EniPower power station,ND - Road construction,Waste heat,Raw materials,waste,materials
EniPower power station,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste,fertilizer
EniPower power station,ND - Road construction,Waste heat,Raw materials,waste,chemical products
EniPower power station,Enipower power station,Waste heat,Water,waste,hot water
EniPower power station,ENI refinery,Waste heat,Water,waste,hot water
EniPower power station,Taranto,Waste heat,Heat,waste,hot water
ND - Electricity production - Organic Rankine Cycle,Enipower power station,Electricity,Fuel;Water,batteries,hydrogen
ND - Electricity production - Organic Rankine Cycle,ENI refinery,Electricity,Water,batteries,hydrogen
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,batteries,metals
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,energy consumption,minerals
ND - Electricity production - Organic Rankine Cycle,ND - Agroindustry,Electricity,Fertiliser;Fertilizer,energy consumption,biofertilizer
ND - Electricity production - Organic Rankine Cycle,Enipower power station,Electricity,Fuel,energy consumption,bioenergy
ND - Electricity production - Organic Rankine Cycle,Enipower power station,Electricity,Fuel,energy consumption,biofuels
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,household electrical appliances,secondary raw materials
ND - Electricity production - Organic Rankine Cycle,ND - Distilleries,Electricity,Raw material for Distilleries,household electrical appliances,secondary raw materials
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,household electrical appliances,metals
ND - Electricity production - Organic Rankine Cycle,Enipower power station,Electricity,Fuel,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,ENI refinery,Electricity,Process energy,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,ILVA,Electricity,Process energy,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,Edison power station,Electricity,Process energy,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,CEMENTIR,Electricity,Process energy,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,EniPower power station,Electricity,Process energy,energy,energy resources
ND - Electricity production - Organic Rankine Cycle,ENI refinery,Electricity,Process energy,energy,usable energy
ND - Electricity production - Organic Rankine Cycle,ILVA,Electricity,Process energy,energy,usable energy
