donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,phosphorous fertiliser
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,H3PO4
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,struvite
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,ammonium sulfate
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,reclaimed water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,reclaimed water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,recycled fertilisers
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,biochar
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,biofertilizer
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,recovered water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,recovered water
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,wastewater,ammonia
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,ammonia
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,reused water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,reused water
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,recovered materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,valorized materials
ND - Olive oil production,ND - Construction materials production,Oil mill waste water,Raw material for Construction materials production,wastewater,building materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,building materials
ND - Olive oil production,ND - Production of concrete,Oil mill waste water,Raw material for Production of concrete,wastewater,building materials
ND - Olive oil production,ND - Production of bricks,Oil mill waste water,Raw material for Production of bricks,wastewater,building materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,biofuels
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater,biofuels
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater,biofuels
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater,biofuels
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,biofuels
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater,biofuels
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,chemical products
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,chemical products
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,copper
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,copper
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,copper
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,cellulose
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,food products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,wastewater,drinking water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,drinking water
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,wastewater,hydrogen
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,hydrogen
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,soil amendment
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,pigment
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,pigment
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,power
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,feed
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,effluent
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,effluent
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,bio-based products
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,irrigation water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,irrigation water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,irrigation water
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,plant nutrition
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,biopolymers
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,byproducts
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,bioproducts
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,wastewater,water
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,water
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,protein
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,protein
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,pelletized fuel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,pelletized fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,adsorbent
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,adsorbent
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,adsorbent
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,compost
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Soil quality improvement and fertiliser;Fertilizer,wastewater,enriched soil nutrients
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,methane
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,methane
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,animal feed
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,animal feed
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,ethanol
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater,ethanol
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater,ethanol
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater,ethanol
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater,ethanol
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,ethanol
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater,ethanol
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,fertilizer alternatives
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,biobased materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,high-value feed materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,feedstock supply chains
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,syngas
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,feedstock
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater,feedstock
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater,feedstock
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater,feedstock
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater,feedstock
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,feedstock
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,feedstock
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater,feedstock
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,biojet fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,kerosene
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,gaseous fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,refined biofuel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,refined biofuel
ND - Olive oil production,ND - Isolated buildings,Oil mill waste water,Removal or retention of phosphorous from wastewater,wastewater,water quality improvement
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,energy carriers
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,water flux
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,water flux
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,mechanical properties
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,energy efficiency
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,wastewater,energy efficiency
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,wastewater,energy efficiency
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,wastewater,energy efficiency
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater,energy efficiency
ND - Olive oil production,Taranto,Oil mill waste water,Cooling,wastewater,energy efficiency
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater,energy efficiency
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,resources
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,water resources
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,water resources
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,fertilizer products
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,metals
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,wastewater,minerals
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,minerals
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,minerals
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,minerals
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,wastewater,carbon
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,wastewater,carbon
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,carbon
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,wastewater,carbon
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat;Process energy,wastewater,process efficiency
ND - Olive oil production,ILVA,Oil mill waste water,Process heat;Process energy,wastewater,process efficiency
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat;Process energy,wastewater,process efficiency
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,wastewater,process efficiency
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,wastewater,process efficiency
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,wastewater,process efficiency
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,bulk chemicals
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wastewater,fertiliser
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,commodities
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,commodities
ND - Olive oil production,ND - Isolated buildings,Oil mill waste water,Removal or retention of phosphorous from wastewater,wastewater,nutrient recovery
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,carbon source
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,carbon source
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,wastewater,nitrates
ND - Olive oil production,ND - Isolated buildings,Oil mill waste water,Removal or retention of phosphorous from wastewater,wastewater,phosphorus recovery
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,wastewater,high-carbon material
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,wastewater,high-carbon material
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,bioenergy
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,cooking oil waste,bioenergy
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,cooking oil waste,bioenergy
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,cooking oil waste,bioenergy
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,cooking oil waste,bioenergy
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,cooking oil waste,bioenergy
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,ILVA,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Taranto,Oil mill waste water,Cooling;Heat,cooking oil waste,heat
ND - Olive oil production,ND - Electricity production - Organic Rankine Cycle,Oil mill waste water,Process heat,cooking oil waste,heat
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,animal feed
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,cooking oil waste,animal feed
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,chemical feedstocks
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,syngas
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,cooking oil waste,liquids
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,cooking oil waste,liquids
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,calcium carbonate
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,biochar
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biofuels
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,cooking oil waste,biofuels
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,cooking oil waste,biofuels
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,cooking oil waste,biofuels
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,cooking oil waste,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,biofuels
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,cooking oil waste,biofuels
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,cooking oil waste,fuel
ND - Olive oil production,ENI refinery,Oil mill waste water,Water;Process energy,cooking oil waste,fuel
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,cooking oil waste,fuel
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,cooking oil waste,fuel
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,cooking oil waste,fuel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,fuel
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,cooking oil waste,fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,resource conservation
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biobased fuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,liquid biofuel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,ethanol
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,cooking oil waste,ethanol
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,cooking oil waste,ethanol
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,cooking oil waste,ethanol
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,cooking oil waste,ethanol
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,ethanol
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,cooking oil waste,ethanol
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,fuel for combined heat and power unit
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,chemical products
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,chemical products
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,energy sources
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,cooking oil waste,energy sources
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,cooking oil waste,energy sources
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,cooking oil waste,energy sources
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,cooking oil waste,energy sources
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,cooking oil waste,energy sources
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,polymers
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,cooking oil waste,carbon
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,cooking oil waste,carbon
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,carbon
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,carbon
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,cooking oil waste,ammonia
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,cooking oil waste,ammonia
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,cooking oil waste,ammonia
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,cooking oil waste,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,cooking oil waste,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,cooking oil waste,soil fertility
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,cooking oil waste,powder
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,cooking oil waste,powder
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,land-farmed oil sludge,EM biofertilizer
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,oil waste,oil consumption
ND - Olive oil production,Taranto,Oil mill waste water,Cooling,oil waste,energy savings
ND - Olive oil production,CEMENTIR,Oil mill waste water,Raw material for Cement production,food industry wastewater,Cement-Typha Concretes
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,paper mill effluent,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,paper mill effluent,biodiesel
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,paper mill effluent,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,paper mill effluent,biogas
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,paper mill effluent,biojet fuel
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,paper mill effluent,biopolymers
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,paper mill effluent,biofertilizer
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,electricity
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,chemical products
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,chemical products
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,chemical products
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,biogas
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,agro-industrial waste,biogas
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,biofuels
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,biofuels
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,biofuels
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,biofuels
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,biofuels
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,biofuels
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,agro-industrial waste,compost
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Soil quality improvement and fertiliser;Fertilizer,agro-industrial waste,nutrients for agriculture
ND - Olive oil production,ND - Construction materials production,Oil mill waste water,Raw material for Construction materials production,agro-industrial waste,bio-based raw materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,bio-based raw materials
ND - Olive oil production,ND - Distilleries,Oil mill waste water,Raw material for Distilleries,agro-industrial waste,bio-based raw materials
ND - Olive oil production,ND - Production of refractories,Oil mill waste water,Raw material for Production of refractories,agro-industrial waste,bio-based raw materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,bioenergy
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,bioenergy
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,bioenergy
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,bioenergy
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,bioenergy
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,bioenergy
ND - Olive oil production,ND - Construction materials production,Oil mill waste water,Raw material for Construction materials production,agro-industrial waste,building materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,building materials
ND - Olive oil production,ND - Production of concrete,Oil mill waste water,Raw material for Production of concrete,agro-industrial waste,building materials
ND - Olive oil production,ND - Production of bricks,Oil mill waste water,Raw material for Production of bricks,agro-industrial waste,building materials
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,fertilizer
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,agro-industrial waste,fertilizer
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,biopolymers
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,polymers
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,rubber
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Fertilizer,agro-industrial waste,pesticide
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,biodiesel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,biochar
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,agro-industrial waste,fertilizer for Lactuca sativa L.
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,cellulose
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,agro-industrial waste,pigment
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,agro-industrial waste,pigment
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,protein
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,protein
ND - Olive oil production,Enipower power station,Oil mill waste water,Water,agro-industrial waste,minerals
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,agro-industrial waste,minerals
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,minerals
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,minerals
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,renewable fuel
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,renewable fuel
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,renewable fuel
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,renewable fuel
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,renewable fuel
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,renewable fuel
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,renewable fuel
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,bioproducts
ND - Olive oil production,ND - Construction materials production,Oil mill waste water,Raw material for Construction materials production,agro-industrial waste,composite materials for construction
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,agro-industrial waste,oil
ND - Olive oil production,ENI refinery,Oil mill waste water,Water,agro-industrial waste,oil
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel;Water,agro-industrial waste,gas
ND - Olive oil production,ENI refinery,Oil mill waste water,Water;Process energy,agro-industrial waste,gas
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,gas
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,gas
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,gas
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,gas
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,char materials
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,resources
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,biocommodities
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,commodities
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,commodities
ND - Olive oil production,ND - Agroindustry,Oil mill waste water,Fertilizer,agro-industrial waste,bioflocculant
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,energy generation
ND - Olive oil production,ENI refinery,Oil mill waste water,Process energy,agro-industrial waste,energy generation
ND - Olive oil production,ILVA,Oil mill waste water,Process energy,agro-industrial waste,energy generation
ND - Olive oil production,Edison power station,Oil mill waste water,Process energy,agro-industrial waste,energy generation
ND - Olive oil production,CEMENTIR,Oil mill waste water,Process energy,agro-industrial waste,energy generation
ND - Olive oil production,EniPower power station,Oil mill waste water,Process energy,agro-industrial waste,energy generation
ND - Olive oil production,Enipower power station,Oil mill waste water,Fuel,agro-industrial waste,energy carriers
ND - Olive oil production,ND - Road construction,Oil mill waste water,Raw materials,agro-industrial waste,bio-based products
ND - Olive oil production,ENI refinery,Oil mill waste water,Process heat,agro-industrial waste,heat
ND - Olive oil production,ILVA,Oil mill waste water,Process heat,agro-industrial waste,heat
ND - Olive oil production,Edison power station,Oil mill waste water,Process heat,agro-industrial waste,heat
