donor,receiver,P_wastes,P_resources,G_waste,G_resource
ILVA,CEMENTIR,Exhaust gas,Process energy,oxygen,biofuels
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,oxygen,biofuels
ILVA,EniPower power station,Exhaust gas,Process energy,oxygen,biofuels
ILVA,Enipower power station,Exhaust gas,Fuel,oxygen,biodiesel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,oxygen,biodiesel
ILVA,Enipower power station,Exhaust gas,Fuel,oxygen,value-added fuels
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,oxygen,biochar
ILVA,Enipower power station,Exhaust gas,Fuel,oxygen,solid fuel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,oxygen,solid fuel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,greenhouse gas,ammonium sulfate
ILVA,Enipower power station,Exhaust gas,Fuel;Water,nitrogen oxides,ammonia
ILVA,ENI refinery,Exhaust gas,Water,nitrogen oxides,ammonia
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,nitrogen oxides,ammonia
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,nitrogen oxides,ammonium sulfate
ILVA,ENI refinery,Exhaust gas,Process heat,nitrogen oxides,heat
ILVA,ILVA,Exhaust gas,Process heat,nitrogen oxides,heat
ILVA,Edison power station,Exhaust gas,Process heat,nitrogen oxides,heat
ILVA,Taranto,Exhaust gas,Cooling;Heat,nitrogen oxides,heat
ILVA,ND - Electricity production - Organic Rankine Cycle,Exhaust gas,Process heat,nitrogen oxides,heat
ILVA,Enipower power station,Exhaust gas,Fuel;Water,nitrogen oxides,water
ILVA,ENI refinery,Exhaust gas,Water,nitrogen oxides,water
ILVA,Enipower power station,Exhaust gas,Fuel;Water,nitrogen oxides,gas
ILVA,ENI refinery,Exhaust gas,Water;Process energy,nitrogen oxides,gas
ILVA,ILVA,Exhaust gas,Process energy,nitrogen oxides,gas
ILVA,Edison power station,Exhaust gas,Process energy,nitrogen oxides,gas
ILVA,CEMENTIR,Exhaust gas,Process energy,nitrogen oxides,gas
ILVA,EniPower power station,Exhaust gas,Process energy,nitrogen oxides,gas
ILVA,ND - Road construction,Exhaust gas,Raw materials,nitrogen oxides,materials
ILVA,Enipower power station,Exhaust gas,Fuel,nitrogen oxides,solid
ILVA,ND - Road construction,Exhaust gas,Raw materials,nitrogen oxides,solid
ILVA,Enipower power station,Exhaust gas,Fuel,nitrogen oxides,power
ILVA,Enipower power station,Exhaust gas,Fuel,nitrogen oxides,biofuels
ILVA,ENI refinery,Exhaust gas,Process energy,nitrogen oxides,biofuels
ILVA,ILVA,Exhaust gas,Process energy,nitrogen oxides,biofuels
ILVA,Edison power station,Exhaust gas,Process energy,nitrogen oxides,biofuels
ILVA,CEMENTIR,Exhaust gas,Process energy,nitrogen oxides,biofuels
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,nitrogen oxides,biofuels
ILVA,EniPower power station,Exhaust gas,Process energy,nitrogen oxides,biofuels
ILVA,Enipower power station,Exhaust gas,Fuel,nitrogen oxides,biogas
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,nitrogen oxides,biogas
ILVA,Enipower power station,Exhaust gas,Fuel,nitrogen oxides,biodiesel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,nitrogen oxides,biodiesel
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,exhaust coffee grounds,compost
ILVA,Enipower power station,Exhaust gas,Fuel,volatile matter,syngas
ILVA,Enipower power station,Exhaust gas,Fuel,volatile matter,biofuels
ILVA,ENI refinery,Exhaust gas,Process energy,volatile matter,biofuels
ILVA,ILVA,Exhaust gas,Process energy,volatile matter,biofuels
ILVA,Edison power station,Exhaust gas,Process energy,volatile matter,biofuels
ILVA,CEMENTIR,Exhaust gas,Process energy,volatile matter,biofuels
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,volatile matter,biofuels
ILVA,EniPower power station,Exhaust gas,Process energy,volatile matter,biofuels
ILVA,Enipower power station,Exhaust gas,Fuel,volatile matter,solid fuel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,volatile matter,solid fuel
ILVA,Enipower power station,Exhaust gas,Fuel,volatile matter,torrefied fuel
ILVA,Enipower power station,Exhaust gas,Water,pollutants,clean water
ILVA,ENI refinery,Exhaust gas,Water,pollutants,clean water
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,reused materials
ILVA,ENI refinery,Exhaust gas,Process energy,pollutants,resource recovery
ILVA,ILVA,Exhaust gas,Process energy,pollutants,resource recovery
ILVA,Edison power station,Exhaust gas,Process energy,pollutants,resource recovery
ILVA,CEMENTIR,Exhaust gas,Process energy,pollutants,resource recovery
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,resource recovery
ILVA,EniPower power station,Exhaust gas,Process energy,pollutants,resource recovery
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,energy resources
ILVA,ENI refinery,Exhaust gas,Process energy,pollutants,energy resources
ILVA,ILVA,Exhaust gas,Process energy,pollutants,energy resources
ILVA,Edison power station,Exhaust gas,Process energy,pollutants,energy resources
ILVA,CEMENTIR,Exhaust gas,Process energy,pollutants,energy resources
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,energy resources
ILVA,EniPower power station,Exhaust gas,Process energy,pollutants,energy resources
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,pollutants,fertilizer for Vigna radiata plants
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,pollutants,biochar
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,pollutants,compost
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,pollutants,natural fertilizers
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,electricity
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,chemical products
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,chemical products
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,pollutants,chemical products
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,materials
ILVA,ND - Construction materials production,Exhaust gas,Raw material for Construction materials production,pollutants,steel slag construction materials
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,feedstock
ILVA,ENI refinery,Exhaust gas,Process energy,pollutants,feedstock
ILVA,ILVA,Exhaust gas,Process energy,pollutants,feedstock
ILVA,Edison power station,Exhaust gas,Process energy,pollutants,feedstock
ILVA,CEMENTIR,Exhaust gas,Process energy,pollutants,feedstock
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,feedstock
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,pollutants,feedstock
ILVA,EniPower power station,Exhaust gas,Process energy,pollutants,feedstock
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,bioproducts
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,biodiesel
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,pollutants,biodiesel
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,animal feed
ILVA,ND - Agroindustry,Exhaust gas,Fertiliser;Fertilizer,pollutants,animal feed
ILVA,Enipower power station,Exhaust gas,Water,pollutants,minerals
ILVA,ENI refinery,Exhaust gas,Water,pollutants,minerals
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,minerals
ILVA,ND - Agroindustry,Exhaust gas,Fertilizer,pollutants,minerals
ILVA,Enipower power station,Exhaust gas,Water,pollutants,pigment
ILVA,ENI refinery,Exhaust gas,Water,pollutants,pigment
ILVA,Enipower power station,Exhaust gas,Fuel,pollutants,commodities
ILVA,ND - Road construction,Exhaust gas,Raw materials,pollutants,commodities
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,concrete
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,concrete
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,concrete
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,concrete
ILVA,ND - Glass and glass-ceramic production,Exhaust gas;BF slag,Raw material for Glass and glass-ceramic production,fly ash,ceramics
ILVA,Enipower power station,Exhaust gas;BF slag,Fuel,fly ash,road
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,road
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,bricks
ILVA,Enipower power station,Exhaust gas;BF slag,Water,fly ash,adsorbent
ILVA,ENI refinery,Exhaust gas;BF slag,Water,fly ash,adsorbent
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,adsorbent
ILVA,Enipower power station,Exhaust gas;BF slag,Fuel,fly ash,fertilizer
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,fertilizer
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,fired clay bricks
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction;Paving,fly ash,asphalt concrete
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction,fly ash,waste reuse in road construction
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,soil improver
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,zeolite
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,textural properties
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,geopolymer
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,biochar
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,fertilizer substrate
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,ultra-high-performance concrete
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,pavement granules
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction,fly ash,coarse aggregate
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,coarse aggregate
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,sustainable concrete materials
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,composite cement
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,wall material
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,building materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,building materials
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,building materials
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,building materials
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,construction materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction;Raw materials,fly ash,construction materials
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,construction materials
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,construction materials
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,cementitious binder
ILVA,Enipower power station,Exhaust gas;BF slag,Fuel;Water,fly ash,hydrogen
ILVA,ENI refinery,Exhaust gas;BF slag,Water,fly ash,hydrogen
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,valuable materials
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Soil quality improvement and fertiliser,fly ash,remediated soil
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,pavers
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,plain concrete
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,cementitious materials
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,cementitious materials
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,cementitious materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,sustainable materials
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,feedstock for cement clinker production
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,feedstock for cement clinker production
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,feedstock for cement clinker production
ILVA,ND - Production of refractories,Exhaust gas;BF slag,Raw material for Production of refractories,fly ash,feedstock for cement clinker production
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,feedstock for cement clinker production
ILVA,Enipower power station,Exhaust gas;BF slag,Water,fly ash,precipitation
ILVA,ENI refinery,Exhaust gas;BF slag,Water,fly ash,precipitation
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,value-added construction materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction;Road foundations,fly ash,stabilized ash for road construction
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,compressed bricks
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,low-cost construction material
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction,fly ash,low-cost construction material
ILVA,ND - Production of bricks,Exhaust gas;BF slag,Raw material for Production of bricks,fly ash,earthen bricks
ILVA,ND - Glass and glass-ceramic production,Exhaust gas;BF slag,Raw material for Glass and glass-ceramic production,fly ash,chemically durable glass
ILVA,ND - Glass and glass-ceramic production,Exhaust gas;BF slag,Raw material for Glass and glass-ceramic production,fly ash,transparent glass
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,non-bearing materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,porous materials
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,cement
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,cement
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,cement
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,cement
ILVA,ND - Production of concrete,Exhaust gas;BF slag,Raw material for Production of concrete,fly ash,cement
ILVA,ND - Construction materials production,Exhaust gas;BF slag,Raw material for Construction materials production,fly ash,road materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw material for Road construction;Road foundations;Raw materials;Paving,fly ash,road materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,solid samples
ILVA,ND - Road construction,Exhaust gas;BF slag,Paving,fly ash,paving mixes
ILVA,CEMENTIR,Exhaust gas;BF slag,Raw material for Cement production,fly ash,clinker
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,additives
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,additives
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,starting materials
ILVA,ND - Road construction,Exhaust gas;BF slag,Raw materials,fly ash,recovered materials
ILVA,Enipower power station,Exhaust gas;BF slag,Fuel,fly ash,heavy oil
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,ashes for fertilizing
ILVA,Enipower power station,Exhaust gas;BF slag,Fuel,fly ash,biofuels
ILVA,ENI refinery,Exhaust gas;BF slag,Process energy,fly ash,biofuels
ILVA,ILVA,Exhaust gas;BF slag,Process energy,fly ash,biofuels
ILVA,Edison power station,Exhaust gas;BF slag,Process energy,fly ash,biofuels
ILVA,CEMENTIR,Exhaust gas;BF slag,Process energy,fly ash,biofuels
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertilizer,fly ash,biofuels
ILVA,EniPower power station,Exhaust gas;BF slag,Process energy,fly ash,biofuels
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,soil amendment
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,bio-fertilizer
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Fertiliser;Fertilizer,fly ash,plant nutrients
ILVA,ND - Agroindustry,Exhaust gas;BF slag,Soil quality improvement and fertiliser,fly ash,stabilised soil
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,inert waste,reusable material
ILVA,ENI refinery,Waste heat,Process heat;Process energy,dry waste,thermal energy
ILVA,ILVA,Waste heat,Process heat;Process energy,dry waste,thermal energy
ILVA,Edison power station,Waste heat,Process heat;Process energy,dry waste,thermal energy
ILVA,CEMENTIR,Waste heat,Process energy,dry waste,thermal energy
ILVA,Taranto,Waste heat,Cooling;Heat,dry waste,thermal energy
ILVA,EniPower power station,Waste heat,Process energy,dry waste,thermal energy
ILVA,ND - Electricity production - Organic Rankine Cycle,Waste heat,Process heat,dry waste,thermal energy
ILVA,Enipower power station,Waste heat,Fuel,dry waste,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,dry waste,biogas
ILVA,ENI refinery,Waste heat,Process heat,dry waste,heat
ILVA,ILVA,Waste heat,Process heat,dry waste,heat
ILVA,Edison power station,Waste heat,Process heat,dry waste,heat
ILVA,Taranto,Waste heat,Cooling;Heat,dry waste,heat
ILVA,ND - Electricity production - Organic Rankine Cycle,Waste heat,Process heat,dry waste,heat
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,processing waste,animal feed
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,processing waste,animal feed
ILVA,ND - Production of concrete,Waste heat;Waste coolant,Raw material for Production of concrete,waste rubber,fine aggregate
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Soil quality improvement and fertiliser;Fertilizer,waste rubber,improved soil properties
ILVA,ND - Production of concrete,Waste heat;Waste coolant,Raw material for Production of concrete,can waste,concrete constituents
ILVA,ND - Construction materials production,Waste heat;Waste coolant,Raw material for Construction materials production,can waste,building materials
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,can waste,building materials
ILVA,ND - Production of concrete,Waste heat;Waste coolant,Raw material for Production of concrete,can waste,building materials
ILVA,ND - Production of bricks,Waste heat;Waste coolant,Raw material for Production of bricks,can waste,building materials
ILVA,Enipower power station,Waste heat,Fuel,rearing waste,fertilizer
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,rearing waste,fertilizer
ILVA,ND - Agroindustry,Waste heat,Fertilizer,rearing waste,biochar
ILVA,Enipower power station,Waste heat,Fuel,rearing waste,biodiesel
ILVA,ND - Agroindustry,Waste heat,Fertilizer,rearing waste,biodiesel
ILVA,Enipower power station,Waste heat,Fuel,energy recovery from waste,power
ILVA,Enipower power station,Waste heat,Fuel,energy recovery from waste,biofuels
ILVA,ENI refinery,Waste heat,Process energy,energy recovery from waste,biofuels
ILVA,ILVA,Waste heat,Process energy,energy recovery from waste,biofuels
ILVA,Edison power station,Waste heat,Process energy,energy recovery from waste,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,energy recovery from waste,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,energy recovery from waste,biofuels
ILVA,EniPower power station,Waste heat,Process energy,energy recovery from waste,biofuels
ILVA,Enipower power station,Waste heat,Fuel,energy recovery from waste,chemical products
ILVA,ND - Road construction,Waste heat,Raw materials,energy recovery from waste,chemical products
ILVA,ND - Agroindustry,Waste heat,Fertilizer,energy recovery from waste,chemical products
ILVA,Enipower power station,Waste heat,Fuel,waste cooking oil,biofuels
ILVA,ENI refinery,Waste heat,Process energy,waste cooking oil,biofuels
ILVA,ILVA,Waste heat,Process energy,waste cooking oil,biofuels
ILVA,Edison power station,Waste heat,Process energy,waste cooking oil,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,waste cooking oil,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,waste cooking oil,biofuels
ILVA,EniPower power station,Waste heat,Process energy,waste cooking oil,biofuels
ILVA,Enipower power station,Waste heat,Fuel,waste cooking oil,biodiesel
ILVA,ND - Agroindustry,Waste heat,Fertilizer,waste cooking oil,biodiesel
ILVA,Enipower power station,Waste heat,Fuel,waste cooking oil,biojet fuel
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,solid fuel
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,solid fuel
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,tea waste,biofertilizer
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,tea waste,carbon material
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,tea waste,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,silage
ILVA,Enipower power station,Waste heat;Waste coolant,Water,tea waste,adsorbent
ILVA,ENI refinery,Waste heat;Waste coolant,Water,tea waste,adsorbent
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,adsorbent
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,energy generation
ILVA,ENI refinery,Waste heat;Waste coolant,Process energy,tea waste,energy generation
ILVA,ILVA,Waste heat;Waste coolant,Process energy,tea waste,energy generation
ILVA,Edison power station,Waste heat;Waste coolant,Process energy,tea waste,energy generation
ILVA,CEMENTIR,Waste heat;Waste coolant,Process energy,tea waste,energy generation
ILVA,EniPower power station,Waste heat;Waste coolant,Process energy,tea waste,energy generation
ILVA,Enipower power station,Waste heat;Waste coolant,Water,tea waste,water treatment
ILVA,ENI refinery,Waste heat;Waste coolant,Water,tea waste,water treatment
ILVA,ND - Isolated buildings,Waste heat;Waste coolant,Removal or retention of phosphorous from wastewater,tea waste,water treatment
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,tea waste,soil conditioner
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,animal feed
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertiliser;Fertilizer,tea waste,animal feed
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,biochar
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,electricity
ILVA,Enipower power station,Waste heat;Waste coolant,Water,tea waste,chlorophyll
ILVA,ENI refinery,Waste heat;Waste coolant,Water,tea waste,chlorophyll
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,potassium
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,tea waste,bioenergy
ILVA,ENI refinery,Waste heat;Waste coolant,Process energy,tea waste,bioenergy
ILVA,ILVA,Waste heat;Waste coolant,Process energy,tea waste,bioenergy
ILVA,Edison power station,Waste heat;Waste coolant,Process energy,tea waste,bioenergy
ILVA,CEMENTIR,Waste heat;Waste coolant,Process energy,tea waste,bioenergy
ILVA,EniPower power station,Waste heat;Waste coolant,Process energy,tea waste,bioenergy
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,tea waste,vermicompost
ILVA,Enipower power station,Waste heat;Waste coolant,Water,waste oil,adsorbent
ILVA,ENI refinery,Waste heat;Waste coolant,Water,waste oil,adsorbent
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste oil,adsorbent
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste oil,biodiesel
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste oil,biodiesel
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste oil,chemical products
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste oil,chemical products
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste oil,chemical products
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste oil,crude oil
ILVA,Enipower power station,Waste heat;Waste coolant,Fuel,waste oil,exhaust gas
ILVA,ND - Road construction,Waste heat;Waste coolant,Raw materials,waste oil,recycled materials
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,waste oil,sugar
ILVA,Enipower power station,Waste heat,Fuel,potato waste,fertilizer
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,potato waste,fertilizer
ILVA,ND - Road construction,Waste heat,Raw materials,potato waste,bioproducts
ILVA,Enipower power station,Waste heat,Fuel,potato waste,biofuels
ILVA,ENI refinery,Waste heat,Process energy,potato waste,biofuels
ILVA,ILVA,Waste heat,Process energy,potato waste,biofuels
ILVA,Edison power station,Waste heat,Process energy,potato waste,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,potato waste,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,potato waste,biofuels
ILVA,EniPower power station,Waste heat,Process energy,potato waste,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,potato waste,biochar
ILVA,Enipower power station,Waste heat,Fuel,potato waste,animal feed
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,potato waste,animal feed
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,potato waste,fertilizer for acidic soils
ILVA,ND - Road construction,Waste heat,Raw materials,potato waste,biopolymers
ILVA,ND - Road construction,Waste heat,Raw materials,potato waste,cellulose
ILVA,Enipower power station,Waste heat,Fuel;Water,potato waste,oil
ILVA,ENI refinery,Waste heat,Water,potato waste,oil
ILVA,Enipower power station,Waste heat,Fuel,potato waste,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,potato waste,biogas
ILVA,Enipower power station,Waste heat,Fuel,potato waste,methane
ILVA,ND - Agroindustry,Waste heat,Fertilizer,potato waste,methane
ILVA,Enipower power station,Waste heat,Fuel;Water,potato waste,hydrogen
ILVA,ENI refinery,Waste heat,Water,potato waste,hydrogen
ILVA,Enipower power station,Waste heat,Fuel,potato waste,electricity
ILVA,ND - Agroindustry,Waste heat,Fertilizer,nut waste,biochar
ILVA,ND - Agroindustry,Waste heat,Fertilizer,nut waste,sugar
ILVA,Enipower power station,Waste heat,Fuel,nut waste,methane
ILVA,ND - Agroindustry,Waste heat,Fertilizer,nut waste,methane
ILVA,ND - Road construction,Waste heat,Raw materials,nut waste,biomaterials
ILVA,ND - Road construction,Waste heat,Raw materials,nut waste,packaging materials
ILVA,Enipower power station,Waste heat,Fuel,wasted meat,biofuels
ILVA,ENI refinery,Waste heat,Process energy,wasted meat,biofuels
ILVA,ILVA,Waste heat,Process energy,wasted meat,biofuels
ILVA,Edison power station,Waste heat,Process energy,wasted meat,biofuels
ILVA,CEMENTIR,Waste heat,Process energy,wasted meat,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,wasted meat,biofuels
ILVA,EniPower power station,Waste heat,Process energy,wasted meat,biofuels
ILVA,ND - Agroindustry,Waste heat,Fertilizer,wasted meat,pig feed
ILVA,Enipower power station,Waste heat,Fuel,wasted meat,animal feed
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,wasted meat,animal feed
ILVA,Enipower power station,Waste heat,Fuel,wasted meat,cooking oil
ILVA,Enipower power station,Waste heat,Fuel,waste utilization,biogas
ILVA,ND - Agroindustry,Waste heat,Fertiliser;Fertilizer,waste utilization,biogas
ILVA,ND - Agroindustry,Waste heat;Waste coolant,Fertilizer,complex waste,biochar
